Nom,Longitude,Latitude
Centre hospitalier Louis Raffalli,5.805772,43.828629
Centre hospitalier de Grand-Fougeray,-1.732374,47.725605
EPSAN Brumath,7.709455,48.716915
Centre hospitalier de Pithiviers,2.250039,48.171124
Hôpital local de Bussang,6.858323,47.888012
Pech d'Alcy USLD de l'Hôpital de Narbonne,2.967170,43.159184
Centre de jour Marcel Proust,1.878455,47.899670
Hôpital privé de l'Ouest Parisien,1.989484,48.778175
Centre hospitalier de Saint-Malo,-2.007672,48.638077
Centre hospitalier François Quesnay,1.674069,48.998383
Centre Hospitalier Spécialisé de Saint-Rémy & Nord Franche-Comté,6.091286,47.830772
Institut Monégasque de Médecine du Sport,7.424190,43.737492
Centre Hospitalier des Pays de Morlaix,-3.830616,48.569492
Centre hospitalier de Sierentz,7.459462,47.651779
centre hospitalier de Craponne sur Arzon,3.840745,45.328289
Centre Hospitalier de Bar-sur-Seine,4.373079,48.120007
CRF le Grand Large,5.362104,43.239197
Hôpital Paul Doumer,2.495413,49.353352
Centre médico-psychologique d'Elne,2.965910,42.600719
Centre Régional de Médecine Physique et de Réadaptation Les Herbiers,1.117271,49.461739
Unité de dialyse Aider Santé,3.278337,43.316540
Centre Hospitalier de Bailleul,2.736986,50.736965
Hôpital des Gardiens de la Paix,2.358541,48.838497
Hôpital Corsin,4.601785,46.305412
Hôpital Avicenne,2.423968,48.914604
Clinique Saint-Luc,7.224024,48.482754
Établissement Thermal,-0.390922,42.971325
Centre hospitalier Comminges Pyrénées,0.710660,43.112518
Hôpital Rangueil,1.452823,43.559948
CMP L'aquarelle,5.223479,46.626930
Centre hospitalier d'Hayange,6.068615,49.326332
Centre de Rééducation Fonctionnelle Institut Asclépiade,4.135774,48.292652
Bâtiment Constance Pascal,0.709308,47.350792
Soins Médicaux et de réadaptation,3.075222,44.102844
Centre Hospitalier Tarbes-Lourdes,-0.046614,43.099506
Centre Hospitalier de Château du Loir,0.419903,47.691002
Institut Helio Marin,6.157011,43.085358
Hôpital Chastaingt,1.285107,45.828438
Centre de santé Yvonne Pouzin,2.357381,48.864796
Clinique La Marette,2.127777,48.356392
Hôpital Belle-Isle,6.170582,49.123363
Centre Hospitalier Marguerite de Lorraine,0.552007,48.523418
Hôpital de la Valette,1.759309,46.215061
Urgence Centre Hospitalier,2.496628,46.726158
USLD La Matinière,5.740181,45.386757
Hôpital d'instruction des armées Sainte-Anne,5.930215,43.133595
Centre de rééducation et de réadaptation d’Alsace du Nord (CERRAN),7.747121,48.906918
Clinique de Castelviel,1.514464,43.678997
Centre hospitalier de Carpentras,5.027003,44.046734
Centre Benoit Menni - Fondation St Jean de Dieu,-2.752798,48.500011
Foyer d'Accueil Médicalisé la Vallée Germain,0.753642,47.659973
EPSM de la Sarthe,0.162504,47.959137
Hôpital du Gier - Site Pinay,4.519885,45.469093
Hôpital local du Faouët,-3.488448,48.026951
Centre Hospitaler Henri Dunant,3.016107,47.184273
Clinique Charcot,4.797142,45.749596
Clinique Villa des Roses,4.801878,45.752518
Hôpital Salvator,5.413377,43.263710
Centre de Jour de psychiatrie du sujet âgé,3.022773,50.543930
Hôpital Inconnu,4.823565,45.689396
Centre de Prévention Médico-sociale,2.231763,48.845959
Hôpital du Pays d’Autan,2.262024,43.565922
Centre Hospitalier Intercommunal Châtillon Montbard,4.340232,47.624474
Médipôle de Savoie,5.969634,45.545235
Hôpital d'Uriage,5.833877,45.140896
Hôpital Albert Calmette,3.036385,50.606171
Centre hospitalier des Pays de Morlaix,-3.832175,48.570114
Consultations USN1,0.281585,49.516666
Clinique Pasteur,6.230253,48.702423
Centre hospitalier Paul Ribeyre,4.369707,44.654984
Toki Eder,-1.394501,43.362026
Centre hospitalier Jacques Boutard,1.203450,45.515617
Centre Hospitalier Spécialisé de Sevrey,4.833670,46.725662
Hôpital,1.009713,44.776382
Polyclinique de Franche-Comté,5.979798,47.215389
Hôpital psychiatrie enfants,0.485683,49.568272
Institut Robert Merle d'Aubigné,2.465075,48.750423
Clinique NCT+ Saint Gatien Alliance,0.667449,47.433338
USLD Les Blés d'Or,1.383342,48.177708
Clinique du Petit Pien,3.587084,47.863594
Maison d'accueil spécialisée Les Jours Heureux,2.308402,48.662922
Clinique de l'Iroise,-4.502754,48.436356
Hôpital Inconnu,-0.538720,47.446323
Centre hospitalier de La Mûre,5.795088,44.904640
Hôpital du Croisic,-2.514675,47.291840
Clinique de l'Europe,2.295623,49.870865
Centre hospitalier spécialisé Drôme Vivarais,4.916013,44.875832
CH de Jeumont,4.101655,50.289005
Hôpital Intercommunal Baugeois la Vallée,-0.105302,47.536488
Clinique Alleray Labrouste,2.306506,48.832455
Centre Cardio Thoracique de Monaco,7.424855,43.737679
Hôpital européen Georges-Pompidou,2.274093,48.838821
Hôpital Bellevue,4.391263,45.410782
Hôpital Les Poêles,-1.222194,48.842533
Hôpital Inconnu,7.753868,48.629791
Unité pour malades difficiles,4.902621,45.738255
Hôpital Dupuytren,2.413001,48.676086
Clinisud,8.735134,41.923641
Centre hospitalier de Montauban,1.350953,44.023060
Centre Medico Psychologique Infanto-juvénile,6.480674,46.360214
Centre d’action médico-sociale Précoce,4.804412,43.921654
Centre hospitalier Ardèche Nord,4.665228,45.241936
Centre hospitalier Simone Veil de Beauvais,2.070151,49.448956
Hôpital du Mas Careiron,4.409564,44.005112
Centre Hospitalier Spécialisé du Gers,0.593530,43.644150
Centre hospitalier de Fismes,3.677912,49.305874
Clinique du Parc,0.728255,45.188747
Centre hospitalier de Longjumeau,2.291660,48.691681
CIS AMB,4.198160,44.248943
Hôpital De Jour Adultes,6.634118,45.940731
Clinique Sensevia,1.974886,42.417145
Centre hospitalier de Romorantin-Lanthenay,1.730954,47.360001
Centre hospitalier Lyon-Sud,4.808648,45.702202
Centre Oscar Lambret,3.031625,50.612465
C.H.S Georges Mazurelle,-1.429834,46.647617
Hôpital local,-0.123449,48.185928
Groupe hospitalier Pellegrin,-0.607265,44.827660
Hôpitaux du Mont-Blanc - Site de Sallanches,6.641119,45.935200
Hôpital Inconnu,-1.003865,45.602634
Centre d'hemodialyse,6.139415,48.702557
Polyclinique du Maine,-0.787820,48.057892
Centre hospitalier de Niort,-0.461717,46.317230
Centre de Santé de Manosque,5.780557,43.830250
Maison de santé,-3.818710,48.243893
Hôpital de la Croix-Rousse,4.830818,45.781734
Centre hospitalier de Châtillon-sur-Seine,4.559082,47.862610
Hôpital de jour Adosphère,1.102865,49.395706
Centre hospitalier Saint-Pierre d'Oléron,-1.303589,45.942635
Centre hospitalier de Châteauneuf sur Charente,-0.059428,45.596943
Clinique Diététique,2.532131,48.722004
Centre hospitalier intercommunal Caux-Vallée de Seine,0.543695,49.519428
Hôpital psychiatrique,1.107385,49.440933
Polyclinique Saint-Privat,3.254684,43.367214
Centre de lutte contre le cancer Léon Bérard,4.877641,45.741074
Hôpital Inconnu,-0.988166,47.114124
Hôpital Inconnu,6.049108,44.457249
Hôpital Val du Madon,6.132776,48.305779
Clinique Belharra,-1.452660,43.479263
Hôpital de Magnac Laval,1.174450,46.218750
Centre Hospitalier de Sélestat - GHSO,7.433864,48.261818
Maison médicale,6.610951,48.093552
Maison de Santé et de Cure Médicale La Plaine de la Scarpe,3.174817,50.391018
Hôpital Inconnu,5.224934,46.207943
Centre de Psychothérapie Les Marronniers,2.717323,50.459930
Maison de Santé d'Espéraza,2.221263,42.935863
Ramsay Santé – Clinique Jouvenet,2.266327,48.842453
Psychiatrie infanto juvénile,0.752609,49.619884
T23 - Centre Psychothérapique de Tours Sud (CHU),0.711551,47.352154
Hôpital Inconnu,4.832259,45.861809
Etablissement Public de Santé Mentale de la Vallée de l'Arve,6.324780,46.061142
Centre de Soins de Suite Henriville,2.301898,49.884972
Unité de Soins et d’Accompagnement Long Personnalisé,5.015686,47.319843
Polyclinique Méditerranée,2.911312,42.682201
Institut Médico-Pédagogique et Professionnel Romain Rolland,2.401868,48.917179
Centre hospitalier de Bergerac,0.497054,44.850700
Centre Hospitalier de Pont-l'Évêque,0.182992,49.283714
Clinique Croix Saint-Michel du docteur Boyé,1.365746,44.010113
Complexe Hospitalier Spécialisé de Jury,6.269767,49.077614
Hôpital Privé Saint-Jean,5.946844,43.123650
CHU de Reims,4.019861,49.228741
Centre Medico Psychologique des Sources,1.543034,49.611240
Groupe Hospitalier Sud Ardennes,4.362123,49.511787
La Vieille École,0.419022,44.617477
Clinique Saint-Roch,3.115004,50.732372
Centre hospitalier Port-Louis et Riantec,-3.318059,47.719315
Centre hospitalier de Roanne,4.079137,46.042728
Clinique Saint-Jean Lez Cèdres,1.499648,45.161114
CMP Dinan,-2.066296,48.450562
Centre Hospitalier Lannion-Trestel,-3.349835,48.822212
Centre Psychothérapique de Nancy,6.136872,48.678120
Centre de Soins de Suite Le parc,-0.418770,48.550873
Pôle Saint-Hélier,-1.669804,48.106087
Clinique de la Cerisaie,-2.732579,48.475899
Clinique Marie Savoie,3.538985,50.096802
Centre hospitalier de Fougères,-1.193962,48.359352
CHU de Nîmes,4.321363,43.824337
Orthoptiste,6.429793,48.174721
Centre Hospitalier de Nérac,0.336982,44.136417
Centre hospitalier spécialisé d'Yzeure,3.344224,46.576286
Hôpital Pierre Bérégovoy,3.122593,46.979527
Institut Mutualiste Montpelliérain,3.849302,43.609562
Centre Hospitalier Loire Vendée,-1.922668,46.696117
Centre Hospitalier La Bassée,2.807728,50.533012
Les Vallons,5.037566,43.420898
Hôpital de Moze Saint-Agrève,4.399642,45.007988
Pôle Guidance Infantile,1.536248,43.535233
Centre hospitalier de La Ferté-Bernard,0.662682,48.189270
Cap Horn Santé Montreuil,2.447406,48.858883
AZ Delta Campus Menen,3.122437,50.792885
Centre Hospitalier des Quatre Villes,2.202912,48.820446
Centre Hospitalier Marie-Madeleine,6.912869,49.182281
Centre hospitalier de Langogne,3.840606,44.725334
Clinique du Nouveau Monde,3.175806,50.697475
Centre Hospitalier Régional Universitaire de Lille,3.033648,50.608059
C.H.S de Vauclaire,0.184684,45.032932
Hôpital Inconnu,-3.827943,48.575500
Maison de Santé d'Épinay-sur-Seine,2.318382,48.950657
Centre Hospitalier d'Aubagne,5.563971,43.291878
Hôpital Inconnu,4.694038,46.004505
Centre hospitalier de Châlons-en-Champagne,4.370096,48.971798
Hôpital Pierre Hurabielle,0.814723,49.349010
Centre de Réadaptation Fonctionnelle,5.876789,46.940144
Centre hospitalier d'Avallon,3.904628,47.490219
Imagerie médicale IRM,3.608873,49.562279
GHU Paris Psychiatrie et neurosciences - site Perray-Vaucluse,2.313160,48.660069
Clinique Sainte-Marguerite,6.124161,43.114746
Clinique de l'Anjou,-0.539407,47.445004
CHU Grenoble Alpes - site Sud,5.731613,45.148537
Centre hospitalier de Coulommiers,3.082729,48.814518
Centre hospitalier Valvert,5.461029,43.300163
Hôpital privé de Vitry - Site Pasteur,2.389553,48.785694
Centre Psychotérapique de l'Orne,-0.541617,48.746761
CMPEA Lamballe,-2.516223,48.470615
Hôpital de Jour Lewis Carroll,4.364818,48.960861
Hôpital de Jour Les Ecoutilles,5.572376,43.296951
Clinique de la Compassion,5.336838,47.865829
Clinique de l'Essonne,2.425333,48.638226
Hôpital Armand-Trousseau,2.406751,48.842079
Hôpital Inconnu,1.733797,43.412033
Centre hospitalier du Pays d'Aix,5.443270,43.535477
Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts,2.371896,48.850380
Centre Médical des Monts de Flandre,2.743568,50.742973
Institut Mutualiste Montsouris,2.332712,48.822842
Centre Hospitalier Fondation d'Aligre,3.765027,46.617939
Hôpital Inconnu,3.870061,43.967167
Hôpital de Jour Aubignane,5.568959,43.296112
Centre hospitalier d'Orthez,-0.771611,43.485462
Groupe hospitalier intercommunal Le Raincy-Montfermeil,2.571956,48.898232
Clinique Jules Verne,-1.519497,47.248650
Centre hospitalier Les Marronniers,4.137438,46.692039
Institut Thérapeutique Educatif et Pédagogique La Mayotte,2.290542,49.020695
Centre Hospitalier Simone Veil de Blois,1.343102,47.603680
Dracy santé : Centre Orthopédique Médico Chirurgical de Dracy-Le Fort,4.782010,46.796047
Hôpital spécialisé Centre Psychiatrie Générale,6.489281,47.685772
Clinique de Villiers - Repotel,2.292272,48.652454
Hôpital Larrey,1.453567,43.552578
Centre Hospitalier Charles Drouet,0.154853,47.963497
Maison de santé Sainte-Marthe,5.385805,43.328648
Hôpital Gériatrique des Acacias,0.045353,43.383839
Clinique Provence Azur,5.362610,43.572487
Centre hospitalier de Condrieu,4.760178,45.459663
Clinique Saint-Luc,7.280419,43.723629
Clinique Conti,2.236185,49.127197
Institut Daniel Hollard,5.709060,45.181587
Clinique Richelieu,-0.642996,45.750904
Hôpital de jour de Décines,4.972832,45.773918
Clinique Le Mont Ventoux,5.036419,44.050438
CMPR Les Beaumes,4.890286,44.911022
Centre Hospitalier d‘Arcachon,-1.113846,44.612930
Centre Psychothérapique Saint-Martin de Vignogoul,3.788216,43.592251
Centre hospitalier de Decazeville - Centre Hospitalier Pierre Delpech,2.252275,44.569019
Hôpital Nord,5.364136,43.378792
Clinique de l'Estrée,2.368332,48.955032
CMP Saint-Brieuc Maria Estrella,-2.745051,48.495777
Hôpital de jour pour enfants Bleu soleil,1.103782,49.379021
Centre ambulatoire en santé mentale,5.753710,45.184921
Hôpital Inconnu,0.670164,46.004936
Hôpital Inconnu,5.013312,47.325779
Clinique du Croisé Laroche,3.101763,50.666393
CHU Reims - Hôpital Sébastopol,4.048621,49.265274
Centre hospitalier Yves Le Foll,-2.750925,48.492138
Polyclinique Saint-Odilon,3.337211,46.541531
Centre de Santé Mentale Angevin (CESAME),-0.563711,47.421211
Centre Hospitalier Jacques Barrot,4.126727,45.144203
Clinique du Saint-Coeur,1.065125,47.797062
Centre Hospitalier de Vitry-le-François,4.600871,48.715637
Maison des Oiseaux,1.984355,46.567211
Centre Hospitalier de Novillars,6.123882,47.282124
Centre Mormal,3.637168,50.241146
Pavillon La Ferté,5.557796,46.679626
Centre Hospitalier de la Côte Fleurie,0.129276,49.382538
Point Ecoute Jeunes Sallanches,6.629740,45.937397
Clinique Herbert,5.921787,45.685684
Clinique Anne d'Artois,2.630030,50.539799
Pôle médical de Sémaphore,3.094199,45.835724
Clinique du Virval,1.895554,50.942642
Centre hospitalier de Limoux,2.219476,43.055508
Hôpital Intercommunal du Val d'Argent,7.174540,48.244877
Hôpital Maurice André,4.301813,45.598145
Centre hospitalier de Charolles,4.280540,46.432236
Centre Médico-Psychologique Niortais,-0.455999,46.318764
Centre de Réadaptation fonctionnelle de Schirmeck,7.215826,48.487137
Hôpital intercommunal Sèvre et Loire,-1.493431,47.178356
Centre Hospitalier de Mauvezin,0.874937,43.729710
Centre hospitalier François Tosquelles,3.391758,44.781788
Clinique mutualiste de Bretagne Occidentale,-4.073300,48.016979
Hôpital de Tournon,4.853966,45.055119
Hôpital de Jour,4.850148,46.781841
Clinique Psychiatrique Les Queyriaux,3.206474,45.728893
Hôpital Saint-Philibert,2.973123,50.651012
Centre hospitalier spécialisé Avignon Montfavet,4.880323,43.922817
Centre hospitalier de Luxeuil-les-Bains,6.380243,47.822170
Hôpital Simone Veil,2.271039,49.001678
Clinique Lyon Lumière,4.999420,45.769054
Centre hospitalier de Lunéville,6.491296,48.588646
Centre Hospitalier de Gérardmer,6.877566,48.072659
55-MSG-Logistique,-1.206467,48.125233
Luppach,7.330139,47.506618
Hôpital Privé Sévigné,-1.627365,48.130207
Centre Hospitalier Nuits-Saint-Georges,4.948901,47.134270
Centre hospitalier de Belleville,4.747933,46.110485
Centre Henri Becquerel,1.106007,49.439728
Polyclinique Marzet,-0.364941,43.304150
Hôpital de Jour pour Adolescents de l'Essonne,2.309712,48.654778
Centre Psychothérapique de l'Orne,0.077980,48.433582
L'Hospitalet,0.876232,47.754250
Centre hospitalier Lemire,6.705561,49.097870
Établissement Public de Santé Mentale,-2.754457,47.699451
Fanny Busque Chiropracteur,3.231682,43.351292
Centre hospitalier de Die,5.371567,44.755337
Hôpital du Bon-Sauveur,-1.428166,49.377476
CMP de Décines,4.972901,45.773808
54-MSG-RDJ-NORD,-1.206224,48.125362
Centre hospitalier de Montmorillon,0.866786,46.428753
Centre hospitalier Erstein Ville,7.660058,48.421928
Hôpital Inconnu,-1.131481,44.753223
Centre hospitalier de Haguenau,7.777764,48.797344
Clinique Napoléon,-1.065797,43.729866
Clinique de l'Étang de l'Olivier,4.992070,43.508057
Centre hospitalier de Cannes Simone Veil,7.004587,43.563637
Centre hospitalier de Bernay,0.589564,49.090038
