Nom,Longitude,Latitude
Établissement Public de Santé de Ville-Evrard,2.548465,48.860535
Centre hospitalier de Saint-Jean-d'Angely,-0.529776,45.947010
Unité de Soins Longue Durée La Chênaie,6.091668,47.838417
Centre hospitalier de Bonifacio,9.163476,41.399345
Hôpital Alexandre Millerand,7.721805,48.730255
Clinique de la Côte d’Émeraude,-1.983196,48.625706
Centre Hospitalier Intercommunal Monts et Barrages,1.483400,45.841740
Ty-Yann centre de soins et de réadaptation,-4.439446,48.390785
Protection Civile de Garches,2.197630,48.851616
Hôpital Le Corbusier,4.290137,45.387733
Clinique des Cèdres,1.311748,43.660843
Centre hospitalier de Coutances,-1.443848,49.041759
Hôpital Saint-Antoine,2.382498,48.848515
Ehpad Pierre Bonhomme,1.722575,44.779362
Centre hospitalier de Pau,-0.347352,43.326180
CMPEA Broons,-2.256381,48.318863
USLD de Lusignan,0.126231,46.435032
Institut Médicalisé de Mar-Vivo,5.881970,43.076077
Centre Médico Psychologique pour Adultes,6.634163,45.940659
Clinique des Quatre Saisons,5.502427,43.301384
Hôpital privé de l'Est Lyonnais,4.926545,45.716801
Hôpital de Jour Adultes Cassiopée,5.706686,45.145313
Établissement Public de Santé Mentale (EPSM) de l'Aube,4.521230,48.390030
Centre Hospitalier de Valognes,-1.464021,49.501892
Clinique Victor Pauchet,2.294175,49.871891
Clinique psychiatrique du Roussillon,2.885781,42.720482
Hôpital de Jour Agricole Bellevue,2.163320,43.914829
Centre hospitalier Georges Claudinon,4.321112,45.391033
Centre Hospitalier de Vic-Fezensac,0.296830,43.760201
Centre hospitalier Alpes-Isère,5.674531,45.231667
Centre hospitalier de Decize,3.453196,46.822247
Centre Hospitalier d'Hénin-Beaumont,2.943706,50.430511
Polyclinique de Blois,1.341754,47.617188
Hôpital Jules Rousse,1.608012,42.851528
"Centre Médico-Psychologique ""Adultes""",-1.604553,48.261459
Polyclinique des 3 Frontières,7.551193,47.582447
Institut de Cancérologie de l'Ouest,-0.555745,47.483578
Centre Chirurgical Émile Gallé,6.171696,48.698528
Polyclinique du Trégor,-3.442558,48.724304
Hôpital gériatrique Pierre Garaud,4.788045,45.749126
Centre hospitalier Pont-Saint-Esprit,4.643661,44.265057
Nouvel Hôpital de Navarre,1.113699,49.019672
Hôpital de jour Enfants,5.612997,45.352551
Hôpital Saint-Jacques,1.395470,49.246197
Hôpital de jour Jeanne Jugan - Sujet âgé,-2.059917,48.448410
Centre Hospitalier Spécialisé de Sarreguemines,7.090404,49.099228
Polyclinique de Picardie,2.296991,49.870930
Hôpital Local de Breteuil,0.921884,48.836422
Centre Cardio-Vasculaire de Valmante,5.411995,43.246487
Clinique Convert,5.253321,46.210999
Clinique mutualiste chirurgicale,4.394391,45.414398
CMPA,4.091855,43.780853
Hôpital de Soultz,7.225127,47.890732
Centre Hospitalier Public Fondation Vallée,2.346899,48.810493
Centre hospitalier René Pleven,-2.047382,48.444454
Cliniques des Aubépines,1.076722,49.898540
Cabinet médical,4.213890,43.966072
Centre Hospitalier de La Fère,3.359603,49.664135
C.S.A.P.A. Le Rosais,-2.011296,48.625568
CMPP,3.280332,49.828968
Hôpital de Tende,7.594725,44.090336
Hall santé,-1.538204,47.197365
Clinique de la Miséricorde,-0.366976,49.185280
Hôpital Psychiatrique de Plouguernevel,-3.255481,48.241703
Centre hospitalier Rives de Seine - Neuilly-sur-Seine,2.262347,48.890327
Centre Hospitalier de Saumur,-0.060146,47.246784
Centre hospitalier Saint-Éloi,7.451664,43.878868
Espace Georges Canguilhem,3.422553,46.128277
Clinique des Landes,-0.484879,43.871586
Les Colombages,2.314386,48.827610
Hôpital de jour pour Adultes Psychotique,2.996726,43.186012
Clinique mutualiste du Médoc,-0.937959,45.303185
Centre hospitalier de Calais,1.891462,50.940731
Clinique de l'Espérance,-1.675812,48.115345
Polyclinique de la Clarence,2.490793,50.478832
Centre hospitalier intercommunal Castelsarrasin-Moissac,1.111580,44.035450
Polyclinique du Parc,-0.345133,49.167976
Centre Hospitalier de Doullens,2.352212,50.152561
Centre hospitalier de Dieppe le Château Michel,1.074907,49.907143
Centre hospitalier de Libourne,-0.229122,44.918438
Hôpital La Collégiale,2.352625,48.838421
Unité Médico Judiciaire,2.257961,48.950127
Hegaldia hôpital de jour,-1.286139,43.663643
Maison de Santé Pluri-professionnelle « Val de Cèze »,4.101317,44.291588
Clinique l'Émeraude,5.408643,43.241173
Hôpital Inconnu,1.812844,48.988659
Polyclinique Courlancy,4.017385,49.244068
Clinique Saint-Jean de Dieu,2.317636,48.849411
Hôpital Inconnu,6.664995,45.203171
Centre hospitalier Ain Val de Saône,4.804924,46.172749
L'Escale,2.951763,50.418331
Clinique Bouchard,5.379941,43.282543
Centre médical MGEN,7.231949,48.101261
CABINET D'ORTHODONTIE CORAZZA DEBIZE,7.228454,43.678162
Centre de réadaptation spécialisée Les Capucins,-0.557323,47.486507
Centre hospitalier Alpes Léman,6.320408,46.141052
Centre de Réadaptation Fonctionnelle E. Bretegnier,6.756474,47.577286
Hôpital Inconnu,3.173110,50.678108
Hôpital de St Geniez d'Olt,2.978883,44.468307
Unité de psychiatrie Le Grandvallier,6.370588,46.903877
Hopital Cardiologique,-0.660617,44.785477
Clinique du Parc Saint-Lazare,2.099051,49.415161
Institut de la Vue Paris Saint-Joseph,2.310274,48.830139
Centre hospitalier de Millau,3.051994,44.094147
Hôpital de Cimiez,7.273252,43.721100
Centre Jacques Parisot,6.095657,48.588360
Centre hospitalier de Lure,6.502082,47.682110
Centre hospitalier de Sarlat,1.223346,44.899250
Centre Hospitalier de l’Avison,6.723453,48.206303
CHU de Montpellier,3.853976,43.628002
Centre hospitalier de Menton,7.483635,43.766914
Centre médical de l'institut Pasteur,2.309645,48.841980
Clinique Saint-Charles,0.368926,46.563416
Hôpital de Fleyriat,5.210498,46.224148
Clinique Montagard,4.807029,43.936283
Centre Bellevue - centre de soins pour personnes agées,3.859407,43.640270
Hôpital Albert Chenevier,2.458914,48.788544
Résidence de personnes âgées,4.825989,49.735165
Clinique de la Muette,2.277771,48.860462
Clinique Claude Bernard,2.264098,48.980843
La Tarentelle,4.947732,45.662998
American Memorial Hospital,4.017260,49.230671
Centre hospitalier Léon Jean Grégory,2.741940,42.626602
Centre hospitalier de Mont-de-Marsan - Site de Sainte-Anne,-0.497517,43.901382
Clinique Saint-Roch,3.401479,50.332699
Gustave Roussy,2.348330,48.795094
Centre hospitalier intercommunal Meulan-Les Mureaux,1.935926,48.985958
Centre hospitalier en Pays d'Olmes,1.860815,42.928616
Pôle santé sud Vendée,-0.827581,46.465607
Centre Hospitalier Loire-Vendée-Océan - Site de Challans,-1.872827,46.846577
Clinique laser vision Orléans,1.903945,47.904610
Clinique Saint-Pierre,2.865150,42.695847
Centre hospitalier spécialisé,-1.644719,48.115124
Hôpital Marmottan,2.291267,48.878143
Clinique Saint-Salvadou,2.168498,43.911060
Centre Hospitalier de Cambrai,3.224159,50.165066
CHU Larche Bleu,3.900415,43.662277
Hôpital Inconnu,4.799081,43.920280
Clinique de Tournan,2.758535,48.742596
Centre hospitalier de Confolens,0.669982,46.005016
30-JDV-2ème-Les Rochers,-1.205452,48.125778
Clinique d'Yvelines,1.868211,48.663971
Centre Hospitalier Maubert,-0.574021,48.740231
Clinique de la Chavannerie,4.754035,45.711010
Clinique Psychiatrique du Secteur de Seclin,3.016146,50.549671
Centre hospitalier Henri Mondor,2.435880,44.926487
Centre hospitalier de Saintonge,-0.653794,45.746559
Hôpital Félix Maréchal,6.137902,49.130306
Centre médico-chirurgical de réadaptation des Massues,4.797094,45.761047
Hôpital de jour Georges Vacola,2.375055,48.885292
Hôpital Sainte-Musse,5.975630,43.123981
Hôpital cardio-vasculaire et pneumologique Louis Pradel,4.902474,45.747856
Centre hospitaliser spécialisé Saint-Cyr,4.834178,45.819191
Centre hospitalier Sainte-Marie,3.076093,45.779053
Hôpital Pierre Briquet,4.366244,48.970055
Hôpital François de Daillon,0.154428,47.649452
Hôpital de Fumel,0.964703,44.497532
Clinique de Régennes,3.541636,47.875320
Hôpital de La Loupe,1.010938,48.466881
Clinique de Cognac,-0.296509,45.684509
Hôpital Saint-Maur,6.924837,44.255882
Hôpital privé de Vitry - Site Noriets,2.381381,48.794426
Unité d’Accueil Père-Mère-Bébé,5.994160,47.239426
Centre de Moyen et Long Séjour les Ormes,2.571078,48.903748
Clinique de la Porte Verte,2.140931,48.819252
Centre hospitalier La Combe de Volzac,3.066720,45.030479
Veterinaire Minaud,2.470082,49.139126
Clinique Le Castelet,3.825045,43.579552
Polyclinique du Ternois,2.336053,50.387829
Centre hospitalier du Bois-Petit,1.084402,49.412331
Centre Hospitalier Seurre,5.146563,46.995827
Centre hospitalier Chenard,0.141178,45.204792
Hôpital local de Crépy-en-Valois,2.888286,49.234055
Centre hospitalier de Niort - Site de Goise,-0.455071,46.312679
Centre de Dialyse - Diaverum,4.631303,43.657253
Hôpital de Carvin,2.961466,50.496540
Hopital Psychiatrique Nerval,-0.707928,49.284706
Centre psychiatrique d'accueil et d'admission,3.075968,50.619640
Centre hospitalier gériatrique des Mont d'Or,4.834376,45.859615
Centre hospitalier de Lanmeur,-3.709272,48.647068
Pôle Santé Professeur Louis Serre,4.124878,43.664925
MECS Castelnouvel,1.254791,43.594494
Centre hospitalier de Clamecy,3.509040,47.453472
Hôpital Inconnu,4.419877,44.010262
Hôpital de la Tour,6.067280,46.228588
Centre de Gérontologie du Roussillon,2.868267,42.729206
Centre de Rééducation Fonctionnelle,1.986949,49.532513
Centre Orthopédique Maguelone,3.908427,43.624146
52-MSG-RDC-SUD,-1.206210,48.125153
Hôpital du Jour - Centre Médico-Psychologique,2.189396,48.891975
Hôpital de Casteljaloux,0.077974,44.312321
Hôpital Broca,2.346960,48.834419
Centre Sainte-Barbe,2.892138,50.421818
Centre hospitalier des Escartons,6.633019,44.905914
Hôpital Inconnu,-0.361336,49.208324
Groupe hospitalier mutualiste de Grenoble,5.709560,45.181610
"Centre De Soins ""La Fabrique Du Pré""",4.961521,48.633350
Clinique les Oliviers,4.171093,43.729328
Clinique du Pont de Chaume,1.378555,44.005848
Institut Paoli-Calmettes,5.409913,43.262352
"Centre de soins ""Les Buissonnets""",1.910172,47.856861
Cabinet infirmier,-5.097656,48.457180
Centre hospitalier de Cahors,1.436388,44.444962
Équipe Mobile Liaison Accompagnement,0.697140,47.387550
Polyclinique Les Fleurs,5.879251,43.127003
Centre de réadaptation cardio-vasculaire Cardiocéan,-1.098756,46.189857
Hôpital gériatrique Les Bateliers,3.063349,50.646564
Clinique des 6 Lacs,3.060742,45.774517
Centre Gabriel Pertat,5.137558,48.444176
Foyer d'Accueil Médicalisé Kerchène,4.694331,44.310032
Clinalliance Fontenay-aux-Roses,2.291711,48.786350
Hôpital de jour Henri Collomb,5.356839,43.363625
Hôpital Jean Bouveri,4.332717,46.648739
Clinique Maussins-Nollet,2.404484,48.877300
Centre kinésithérapeute,6.732694,47.657646
Toulouse Hypnose Médicale,1.424317,43.563770
Centre Hospitalier du Ternois,2.322634,50.378948
Clinique Saint-Germain,1.539932,45.168835
Unité de Soins de Longue Durée,3.075514,44.102814
Centre Chirurgical Marie Lannelongue,2.273428,48.784336
Polyclinique de Navarre,-0.350400,43.324326
Centre de post-cure la Croix Bleue,4.398433,44.364346
Hôpital Désandrouins,5.414550,49.159317
Centre Hospitalier Spécialisé de Blain,-1.820554,47.467003
Cabinet de Kinésithérapie,2.311931,48.831043
53-MSG-RDJ-OUEST,-1.206525,48.125401
Hôpital de jour,2.780795,50.289268
Polyclinique du Grand Sud,4.355198,43.816135
Centre de Réadaptation Spécialisé Saint-Luc,7.122750,48.627682
Hôpital des Diaconesses,2.391924,48.844604
Centre de réadaptation cardiaque Léopold Bellan,2.991282,49.478107
Hôpital Psychiatrique Erasme,2.317146,48.745655
Établissement public de santé mentale Étienne Gourmelen,-4.084954,47.999134
Institut de Cancérologie de Bourgogne,5.052158,47.363537
UMD Louis Crocq,2.187389,43.912907
Maternité Port Royal,2.337902,48.838257
Hôpital Saint-Joseph,2.311650,48.829288
Pôle Santé Sud,0.225978,47.965630
cabinet médical,5.424141,43.317928
Hôpital de Jouars-Pontchartrain,1.903787,48.805634
U.G.E.C.A.M. Centre de réadaptation fonctionnelle Saint-Lazare,2.112223,49.411781
Centre hospitalier de Charlieu,4.164880,46.159653
Centre hospitalier du Rouvray,1.094317,49.398994
Institut Départemental Albert Calmette - IDAC,1.618420,50.571602
Nouvelle Clinique Bel Air,-0.606351,44.839085
Hôpital Michel Fontan 2,3.030135,50.611221
Centre Hospitalier de Seclin,3.018148,50.546726
Hôpital de jour,2.451695,48.794041
Centre de soins Louis Sevestre,0.645986,47.439026
Pôle Santé Ivrymed,2.376866,48.805405
Centre de Rééducation Florentin,6.197644,48.688034
Centre hospitalier de Basse Vilaine,-2.292368,47.520294
Centre Hospitalier Spécialisé Pierre Loo,3.463282,46.828381
Hôpital de Gournay-en-Bray,1.722694,49.477566
Clinique Mirambeau,-1.506252,43.477051
Maison du Médical du pays bas,2.742777,50.592270
Pharmacie les 3 Tours,0.408502,47.325741
SMUR CHARTRES,1.506827,48.420506
Hôpital Andrevetan,6.322464,46.063065
Clinique Chantecler,5.458545,43.317688
Clinique Générale de Valence,4.876942,44.900410
Sancellemoz,6.714928,45.939274
Centre hospitalier de l’Austreberthe,0.953774,49.542210
Hôpital de l'Archet,7.226615,43.696690
Unité de Soins de Suite de la Fondation Rothschild,2.398031,48.841660
Centre de pneumologie Henri Bazire,5.657857,45.346931
Elsa Ibanes Diététicienne - Nutritionniste,3.239949,43.353508
Hôtel Dieu,-1.553679,47.210365
Clinique Saint-Christophe,5.398199,43.463909
Clinique Gaston Métivet,2.478289,48.804420
Clinique Ophtalmologique ORL Thiers,-0.552124,44.845421
Hôpital Privé Armand Brillard,2.472705,48.832993
Centre médical Rocheplane,5.760983,45.177864
Groupement Hospitalier Aube Marne,3.716239,48.516205
Clinique Sainte-Anne,-0.238330,44.549606
Centre hospitalier Annecy Genevois,6.079627,46.146866
La Roseraie,2.543003,48.864151
Clinique de Bruay-la-Buissière,2.551242,50.478233
MRC Morlaix Saint-Fiacre,-3.828007,48.563408
Service Psychiatrique Adulte Lavallois,-0.780723,48.058838
Pôle Ophtalmologique Chénieux,1.282379,45.814476
Hôpital Léopold Bellan,2.311048,48.829235
Pôle de Santé du Villeneuvois,0.746049,44.406452
Centre hospitalier de Fourmies,4.059767,50.009712
Hopital de Jour Pedo Psychiatrique,6.461302,46.361397
Clinique du Sud,2.391720,43.219963
Hôpital Inconnu,2.135036,48.847458
Altygo Soins de Suite,-2.725686,48.546165
Clinique du Château de Vernhes,1.525779,43.842869
Hôpital de jour Adèle Hugo,3.280869,50.357418
Centre hospitalier Auban-Moët,3.955051,49.032131
Institut Médical de Sologne,2.028763,47.591209
Hôpital de Mortain,-0.939250,48.646950
Centre hospitalier de Blaye,-0.659658,45.135090
Institut Sainte Catherine,4.799649,43.922668
Clinique Les Sorbiers,3.251668,45.534687
Hôpital Henri Dunant,2.258620,48.840210
La Teppe,4.866328,45.062485
Centre hospitalier de Pélussin,4.671834,45.417484
Centre Bouffard Vercelli,3.160555,42.458042
Polyclinique du Val de Saône,4.811731,46.317345
Centre Hospitalier Intercommunal des 5 Vallées,6.881327,48.375767
Hôpital de l'arche,0.162319,48.058239
Centre Hospitalier de Péronne,2.929583,49.934227
Polyclinique des Trois Vallées,3.150762,43.607918
Hôpital Haut-Lévêque,-0.659598,44.786037
Centre médico-psychologique,4.077843,46.044216
Pôle Sanitaire Cerdan,2.024103,42.443787
Pavillon Christian,3.037851,50.606503
UMJ - Unité médico-judiciaire,3.122256,46.981121
Hôpital de la Conception,5.395307,43.290607
Centre de Réeducation Fonctionnelle de la Tour de Gassies,-0.624238,44.885998
Maison de Santé du Fort,5.904030,46.139103
Hôpital Nord Franche-Comté,6.873300,47.576778
Centre spécialisé du Haut-Languedoc,2.765732,43.487358
La Cité des Fleurs,2.238857,48.899971
Clinique FSEF,-0.315348,47.842514
Centre Hospitalier de la Bresse Louhannaise,5.230491,46.622932
Centres d’Education et de Prévention en Santé,3.198126,50.680908
Hôpital Saint-Jacques,7.462768,48.494564
Base Vie de l'hôpital Sainte-Anne,5.933911,43.133591
Clinique Concha Berri,-1.771801,43.353912
Centre Hospitalier Psychiatrique Interdépartemental Site de Clermont,2.417873,49.375404
Clinique Bonnefon,4.086935,44.121990
Clinique du Pré Saint-Gervais,2.401081,48.885014
Complexe hospitalier de l'arche,0.162168,48.057976
Centre hospitalier et E.H.P.A.D. Les Bruyères Boscamnant,-0.085603,45.196800
Le Prevost,2.316221,48.901211
CMPEA Plancoët,-2.228953,48.523396
Hôpital local Dumonté,-2.352582,46.722164
Hôpital Local,-0.725266,47.208160
Centre Hospitalier Psychiatrique de Ravenel,6.109247,48.293907
Clinique Psychatrique Sainte-Thérèse,2.996781,43.185223
Clinique de la Brière,-2.433740,47.332726
Psychatrie Adulte CHI HTE Comté,6.606183,47.058044
Protection Civile Courbevoie / Neuilly-sur-Seine / La Garenne-Colombes,2.256798,48.900745
Clinique Santa-Maria,7.241227,43.689129
Fondation Jacques Calve,1.563007,50.411346
Hôpital Inconnu,4.832991,45.864769
CMP Lamballe,-2.516266,48.470634
Centre de Soins de Suite et de Réadaptation La Colline Ensoleillée,0.803981,46.773312
Nouvel Hôpital d'Obernai,7.488541,48.455181
Centre hospitalier de Fumay,4.710235,49.989716
Clinique de la Lironde,3.844851,43.658047
Hôpital de jour pour adultes Guillaume Régnier,-1.657971,48.130051
Hôpital Civil,7.744891,48.575733
Maison de santé protestante de Bagatelle,-0.575988,44.807980
Hôpital Intercommunal de la Presqu'ile Guérande,-2.424379,47.324181
Hôpital de la Robertsau,7.789642,48.602272
Centre hospitalier Henri laborit,0.557332,46.830551
Centre Soins Psychothérapie Enfants,1.871345,46.158817
Pôle Santé République,3.104934,45.787640
L'Hôpital Suisse de Paris,2.276832,48.823532
Hôpital de Gordes,5.200278,43.912468
Clinique des 7 Vallées,2.032185,50.373295
Cabinet infirmier,2.597796,48.567230
Clinique Clément Drevon,5.043433,47.312260
Hôpital d'Instruction des Armées Bégin,2.426514,48.843918
Institut de Cancérologie du Gard,4.323158,43.821823
Centre hospitalier intercommunal Redon Carentoir,-2.133655,47.818260
Clinique Le Moulin de Viry,2.373385,48.667351
Centre hospitalier de Gourdon,1.375232,44.734306
Clinique de l'Alliance,2.538592,48.960201
Clinique Notre-Dame,6.453165,43.532303
Centre hospitalier d'Avignon,4.802662,43.919281
Hôpital Tenon,2.401830,48.866131
Centre Benoit Menni - Fondation St Jean de Dieu,-2.752059,48.499931
Centre Georges-François Leclerc,5.069202,47.319561
Le Chandou,1.767385,45.284103
Hôpital Le Neuenberg,7.485832,48.871857
Hôpital de jour Réhabilitation,5.753513,45.185032
Centre de Long Séjour Brunel,4.128309,43.674778
Centre hospitalier de Figeac,2.029088,44.609798
Hôpital Saint-Joseph,5.393053,43.275307
Hôpital Charles Haby,7.215622,47.908024
Clinique Saint-Roch Mont Fleuri,5.503935,43.299236
Hôpital Jean Rebeyrol 1,1.232386,45.812695
Hôpital de Hautepierre,7.707090,48.593262
Hôpital psychiatrique,0.470559,49.568481
Centre hospitalier gériatrique des Monts d'Or,4.834105,45.861698
Hôpital de jour Georges Galliot,3.961106,50.282375
Centre hospitalier Saint-Esprit,0.635028,44.217091
Centre hospitalier de Salon-de-Provence,5.103410,43.638943
Hôpital des Cheminots,2.421845,48.664825
Hôpital de la Cavale Blanche,-4.528275,48.401733
Hôpital privé d'Eure-et-Loir,1.451288,48.455479
Clinique Générale de Marignane,5.214041,43.409042
Clinique Rive Gauche,1.431139,43.596287
Hôpital de jour Marie-Rose Mamelet,2.582550,48.880310
Institut Saint-Pierre,3.923369,43.524063
Clinique Ambroise Paré,3.085689,50.649120
Hôpitaux des Portes de Camargue,4.667831,43.799416
Centre hospitalier Robert Morlevat,4.345722,47.495506
Addictologie,-0.203198,48.891308
Clinique du Quercy,1.437448,44.457321
I.R.M. de l'Atlantique,-1.611586,47.226009
Centre Hospitalier Dinan / Saint-Brieuc - Fondation St Jean de Dieu,-2.059044,48.447933
Clinique Jean Villar,-0.616115,44.888954
Clinique de Bercy,2.397587,48.822998
Château d'Herblay,2.170736,48.991871
Centre de Convalescence Mutualiste,-1.501405,47.191635
Clinique Le Val d'Orb,3.247386,43.365887
Hôtel-Dieu,2.348811,48.854630
Hôpital Fernand Widal,2.359661,48.881493
Centre de Médecine Nucléaire et TEP d'Eaubonne,2.270612,48.999622
Hôpital Privé Nancy Lorraine,6.139858,48.701813
"Centre hospitalier de Boulay ""Le Secq de Crépy""",6.499507,49.183880
Maison des Consultations,1.879670,47.940128
Hopital Privé de Chantilly - Clinique des Jockeys,2.455377,49.179634
Hôpital de la Musse,1.078970,49.002010
Clinique Valfleur,5.476302,43.315628
Centre Hospitalier d'Aire sur la Lys,2.399058,50.641617
Clinique du Grésivaudan,5.748391,45.206188
Centre hospitalier Jean-Marie d'Auzier,1.689900,45.207058
Centre Hospitalier de Douai,3.103294,50.338112
Centre hospitalier de l'agglomération montargoise,2.772489,47.996990
Clinique Geoffroy Saint-Hilaire,2.354910,48.843548
Clinique Rhéna,7.792627,48.571518
Hôpital Inconnu,-0.764814,43.481907
Hôpital Inconnu,6.037035,47.250313
Centre Hospitalier Émile Muller,7.342391,47.724957
Centre Hospitalier de Somain,3.288227,50.354828
Hôpital du Gier,4.515760,45.475704
Centre hospitalier Paul Ardier,3.252464,45.541515
Clinique de Saint-Omer,2.266277,50.728851
Hôpital Saint-Nicolas,7.051697,48.729443
Centre Hospitalier de Corbie,2.514072,49.914021
Clinique Aloïse Corbaz,2.761086,50.297089
Hôpital Local de Senones,6.976102,48.395973
Centre de Santé de Manosque,5.780861,43.830238
Centre Languedoc,3.828360,43.601620
Centre de jour Saint-Gervais - Centre Hospitalier du Rouvray,1.082064,49.449306
Hôpital d'instruction des armées Desgenettes,4.890917,45.740913
Hôpital la Providence,3.161845,43.619122
Centre hospitalier Eure-Seine,1.115163,49.032227
Centre hospitalier des Charmes,4.109304,46.464558
Hôpital Purpan,1.400977,43.610088
Polyclinique de Poitiers,0.367028,46.564312
Centre hospitalier de Josselin,-2.547988,47.957993
Clinique Vignoli,5.089785,43.638229
Clinique du Pré,2.946360,42.630074
Hôpital local de Lamarche,5.779725,48.070484
Centre médical de Chanat,3.024326,45.817909
Hôpital des Charpennes,4.864151,45.771976
Centre de Convalescence l'Hostrea,1.681173,49.241001
Hôpital Clocheville,0.680539,47.389942
Centre hospitalier de Nemours,2.703636,48.262703
Centre hospitalier universitaire de Limoges,1.236212,45.812462
Hôpital local de Saint-Symphorien-sur-Coise,4.458594,45.634678
Centre hospitalier de Coulommiers,3.096217,48.827370
Hôpital François Mitterrand,5.069846,47.320774
Maison de Santé de Rauzan,-0.121931,44.776756
Hôpital de jour enfants,5.585408,48.763893
Polyclinique du Sidobre,2.268897,43.598183
Eudo de Kerlivio - Centre de Réadaptation et de Gériatrie,-3.303598,47.799526
Hôpital local de Muret,1.312219,43.442848
Centre Rééducation et Réadaptation Fonctionnelle,3.415761,49.600750
Hôpital Gabriel Montpied,3.091585,45.757496
Hôpital de jour enfants Dufy,0.123071,49.500565
dentistes,-0.552351,47.356468
Hôpital Intercommunal du Haut-Limousin,1.076916,46.217289
Hôpital de Jour Isabeau,3.187123,50.696114
Clinique Saint-Augustin,-0.605476,44.835938
Centre hospitalier de La Rochelle,-1.143706,46.159740
Hôpital privé Pays de Savoie,6.224437,46.186771
C.H.U Saint-Jacques,-1.536581,47.197834
Hôpital Dupuytren 1,1.235539,45.812283
Centre hospitalier du Centre-Bretagne,-2.911834,48.086472
Hôpital Inconnu,1.126655,49.022778
Hôpital de Billom,3.342930,45.720955
Centre Médico-Chirurgical et Obstétrical,7.750019,48.600460
Centre Hospitalier Universitaire Nancy Saint-Stanislas,6.187026,48.686123
Hôpital Bretonneau,0.669571,47.387730
Centre hospitalier du Sud-Charente,-0.139378,45.473583
Hôpital de Jour Bleuler,2.133870,48.810799
Clinique Guillaume de Varye,2.356851,47.107697
Centre hospitalier Sully Eldin de Vallon-Pont-d'Arc,4.395758,44.405853
Clinique Des Acacias,1.621907,50.506088
Hôpital Fauquet,0.468511,49.568241
Centre Hospitalier de Pfastatt,7.300825,47.767464
Hôpital local d’Uzès,4.417892,44.004250
Hopital de Gonesse,2.451240,48.993965
Centre Hospitalier La Guerche de Bretagne,-1.243646,47.944386
Clinique HPNP,2.378162,48.980587
Hôpital Cochin,2.340207,48.836922
Centre hospitalier Buëch-Durance,5.811207,44.322578
Centre médico-psychologique Capou,1.314291,44.034836
Imag'IN,1.425165,43.557240
Hôpital Jean Jaurès,2.393249,48.887489
Service de Sante Universitaire (SSU) Citadelle,2.299499,49.904400
Hôpital de jour pour enfants,1.017103,49.287556
Hôpital Saint-André,-0.579049,44.833790
Hôpital d'Instruction des Armées Robert Picqué,-0.572723,44.798935
Pôle Santé Oréliance,1.878610,47.939388
Centre Médico Psychologique Infanto-Juvénile,6.634453,45.940666
Centre d'imagerie Le Rabelais,3.227197,43.354599
Clinique Edouard Rist,2.264768,48.846497
Centre hospitalier de Laon,3.610919,49.563366
Unité de Soins Palliatifs - Unité Gaïa,3.294168,48.197300
Centre Laennec,2.294863,48.810894
Centre hospitalier de Quimperlé,-3.556132,47.869846
Centre de Santé Mentale,3.068805,44.104916
Institut Médical de Breteuil,2.298067,49.630768
Centre Hospitalier Louis Pasteur,1.506180,48.420849
Hôpital Inconnu,4.638804,43.808357
Centre de Santé Jean Moulin,2.503839,48.798359
Hôpital Local Intercommunal de Rocher Largentière,4.291280,44.542980
Hopital Philippe Lebon,4.832622,47.033028
Centre hospitalier d'Orange,4.822846,44.147614
Centre hospitalier d'Embrun,6.493091,44.561279
Centre hospitalier Le Vinatier,4.899297,45.741474
Pôle de santé,2.927090,47.404072
Centre Hospitalier de Hirson,4.073259,49.925392
Clinique du Parc,3.891536,43.635189
Le Tourville,-1.558184,47.210037
Clinique psychothérapique de Rosendaël,2.398865,51.036434
Centre Hospitalier Spécialisé d'Erstein,7.683921,48.429714
Clinique Rougemont,0.156230,48.020176
Cabinet médical,4.216922,43.964375
Institut Universitaire du Cancer de Toulouse - Oncopole,1.426330,43.556763
Centre hospitalier de Tournus - Romenay,4.892807,46.567440
Hôpital d'instruction des armées Laveran,5.415097,43.326572
Hôpital de la Grave,1.431986,43.600418
Centre de Médecine Nucléaire du Parc,5.052377,47.363815
Psychiatrie de liaison des hopitaux du Pays du Mont-Blanc,6.642752,45.935154
Hôpital Inconnu,6.634314,45.940685
Centre d'Addictologie,0.224326,48.009605
Centre hospitalier René Dubos,2.096246,49.063721
Centre de Soins de Longue Durée,2.582595,46.350723
Centre hospitalier Jacques Lacarin,3.435694,46.123116
Centre de soins,0.980687,49.255779
Clinique Verdeau-Pailles,2.398764,43.218952
C.A.T.T.P.,1.611737,50.720245
Hôpital Elisée Charra Lamastre,4.579643,44.988804
Hôpital Local Pierre Delaroche,-1.291428,47.091881
USLD Les Patios d'Argent,2.651101,42.463737
Clinique du docteur STER,3.833090,43.709438
La Clairière,2.739494,50.744225
Hopital St. André,6.804339,49.155041
Centre Hospitalier Spécialisé de Castelluccio,8.714440,41.935467
Hôpital de Jour MGEN,1.089041,49.448471
Groupe hospitalier Carnelle Porte de l'Oise - Site de Beaumont,2.290399,49.144825
Hopital de St Bonnet le Château,4.066919,45.424656
Clinique Tessier,3.498698,50.360355
Clinique de l'Orangerie,7.764742,48.588120
Centre du Parc de Saint-Cloud,2.196756,48.828770
Centre hospitalier Yves Grassot,0.165322,44.502579
Clinique des Charmilles,2.249108,48.592819
