nom_dep,ville,population,has_hospital,is_desert,nb_beds,latitude,longitude
Aude,Verzeille,473,0,0,0,43.119999,2.329000
Aude,Vignevieille,106,0,1,0,43.015999,2.530000
Aude,Villalier,964,0,0,0,43.251999,2.419000
Aude,Villanière,142,0,0,0,43.348999,2.350000
Aude,Villardebelle,57,0,1,0,43.012001,2.405000
Aude,Villardonnel,505,0,0,0,43.334000,2.314000
Aude,Villar-en-Val,24,0,1,0,43.081001,2.445000
Aude,Villar-Saint-Anselme,121,0,0,0,43.056999,2.299000
Aude,Villarzel-Cabardès,263,0,0,0,43.284000,2.469000
Aude,Villarzel-du-Razès,97,0,0,0,43.143002,2.203000
Aude,Villasavary,1215,0,0,0,43.231998,2.033000
Aude,Villautou,65,0,0,0,43.161999,1.837000
Aude,Villebazy,139,0,0,0,43.056000,2.339000
Aude,Villedaigne,548,0,0,0,43.210999,2.855000
Aude,Villedubert,343,0,0,0,43.231998,2.417000
Aude,Villefloure,159,0,0,0,43.129002,2.389000
Aude,Villefort,85,0,1,0,42.951000,2.048000
Aude,Villegailhenc,1671,1,0,37,43.271999,2.347000
Aude,Villegly,1208,0,0,0,43.292999,2.437000
Aude,Villelongue-d'Aude,306,0,0,0,43.055000,2.092000
Aude,Villemagne,243,0,0,0,43.368000,2.109000
Aude,Villemoustaussou,4468,0,0,0,43.250000,2.366000
Aude,Villeneuve-la-Comptal,1391,0,0,0,43.285000,1.920000
Aude,Villeneuve-les-Corbières,252,0,1,0,42.958000,2.770000
Aude,Villeneuve-lès-Montréal,345,0,1,0,43.179001,2.113000
Aude,Villeneuve-Minervois,973,0,0,0,43.328999,2.468000
Aude,Villepinte,1257,0,0,0,43.280998,2.096000
Aude,Villerouge-Termenès,158,0,1,0,43.005001,2.635000
Aude,Villesèque-des-Corbières,371,0,0,0,43.018002,2.858000
Aude,Villesèquelande,887,0,0,0,43.233002,2.230000
Aude,Villesiscle,373,0,0,0,43.228001,2.090000
Aude,Villespy,416,0,1,0,43.321999,2.098000
Aude,Villetritouls,34,0,1,0,43.075001,2.490000
Aude,Vinassan,2671,1,0,92,43.205002,3.095000
Aveyron,Agen-d'Aveyron,1103,0,0,0,44.351002,2.693000
Aveyron,Aguessac,906,1,0,141,44.160999,3.069000
Aveyron,Les Albres,343,0,0,0,44.541000,2.180000
Aveyron,Almont-les-Junies,440,0,0,0,44.601002,2.311000
Aveyron,Alrance,339,0,1,0,44.134998,2.676000
Aveyron,Ambeyrac,180,0,0,0,44.493999,1.936000
Aveyron,Anglars-Saint-Félix,919,0,0,0,44.416000,2.238000
Aveyron,Arnac-sur-Dourdou,41,0,1,0,43.719002,2.946000
Aveyron,Arques,161,1,0,47,44.321999,2.804000
Aveyron,Arvieu,755,0,1,0,44.191002,2.667000
Aveyron,Asprières,764,0,0,0,44.555000,2.138000
Aveyron,Aubin,3552,1,0,121,44.532001,2.256000
Aveyron,Auriac-Lagast,229,0,1,0,44.145000,2.596000
Aveyron,Auzits,813,0,0,0,44.500000,2.322000
Aveyron,Ayssènes,218,0,1,0,44.091999,2.766000
Aveyron,Balaguier-d'Olt,181,0,0,0,44.519001,1.977000
Aveyron,Balaguier-sur-Rance,89,0,0,0,43.896000,2.577000
Aveyron,Le Bas Ségala,1593,0,0,0,44.339001,2.143000
Aveyron,La Bastide-Pradines,116,0,1,0,44.009998,3.056000
Aveyron,La Bastide-Solages,103,1,0,34,43.950001,2.525000
Aveyron,Belcastel,192,0,0,0,44.394001,2.332000
Aveyron,Belmont-sur-Rance,980,0,1,0,43.825001,2.751000
Aveyron,Bertholène,1054,0,0,0,44.395000,2.783000
Aveyron,Bessuéjouls,216,0,0,0,44.520000,2.717000
Aveyron,Boisse-Penchot,517,0,0,0,44.581001,2.212000
Aveyron,Bor-et-Bar,201,1,0,30,44.200001,2.086000
Aveyron,Bouillac,372,0,0,0,44.573002,2.174000
Aveyron,Bournazel,335,0,0,0,44.459999,2.303000
Aveyron,Boussac,602,0,0,0,44.296001,2.378000
Aveyron,Bozouls,2978,0,0,0,44.467999,2.708000
Aveyron,Brandonnet,294,0,0,0,44.382000,2.138000
Aveyron,Brasc,175,0,0,0,43.979000,2.573000
Aveyron,Brommat,636,0,1,0,44.827999,2.705000
Aveyron,Broquiès,610,0,1,0,44.018002,2.706000
Aveyron,Brousse-le-Château,164,0,1,0,44.006001,2.638000
Aveyron,Brusque,259,0,1,0,43.764999,2.948000
Aveyron,Cabanès,273,0,1,0,44.191002,2.292000
Aveyron,Calmels-et-le-Viala,194,0,1,0,43.955002,2.758000
Aveyron,Calmont,2196,0,0,0,44.258999,2.524000
Aveyron,Camarès,1025,0,1,0,43.818001,2.885000
Aveyron,Camboulazet,391,1,0,75,44.223000,2.447000
Aveyron,Camjac,575,0,0,0,44.179001,2.395000
Aveyron,Campagnac,444,0,1,0,44.401001,3.088000
Aveyron,Campouriez,339,0,1,0,44.681000,2.609000
Aveyron,Campuac,455,0,1,0,44.566002,2.585000
Aveyron,Canet-de-Salars,448,0,1,0,44.233002,2.738000
Aveyron,Cantoin,311,0,1,0,44.839001,2.825000
Aveyron,Capdenac-Gare,4407,0,0,0,44.560001,2.069000
Aveyron,La Capelle-Balaguier,342,1,0,51,44.438999,1.926000
Aveyron,La Capelle-Bleys,344,0,0,0,44.304001,2.179000
Aveyron,La Capelle-Bonance,87,0,1,0,44.452000,3.027000
Aveyron,Baraqueville,3163,0,0,0,44.280998,2.450000
Aveyron,Cassagnes-Bégonhès,938,0,0,0,44.179001,2.515000
Aveyron,Cassuéjouls,106,0,1,0,44.722000,2.811000
Aveyron,Castanet,517,0,0,0,44.292999,2.308000
Aveyron,Castelmary,116,0,1,0,44.172001,2.244000
Aveyron,Castelnau-de-Mandailles,567,0,1,0,44.530998,2.888000
Aveyron,Castelnau-Pégayrols,347,0,1,0,44.139999,2.928000
Aveyron,La Cavalerie,2195,0,1,0,44.012001,3.184000
Aveyron,Le Cayrol,264,0,1,0,44.585999,2.784000
Aveyron,Centrès,463,0,0,0,44.167999,2.441000
Aveyron,Clairvaux-d'Aveyron,1150,0,1,0,44.407001,2.409000
Aveyron,Le Clapier,79,0,1,0,43.827999,3.174000
Aveyron,Colombiès,876,0,0,0,44.344002,2.328000
Aveyron,Combret,259,0,1,0,43.841000,2.685000
Aveyron,Compeyre,523,0,0,0,44.175999,3.103000
Aveyron,Compolibat,333,0,0,0,44.379002,2.186000
Aveyron,Comprégnac,223,0,1,0,44.096001,2.980000
Aveyron,Comps-la-Grand-Ville,631,0,0,0,44.223999,2.569000
Aveyron,Condom-d'Aubrac,291,0,1,0,44.605000,2.881000
Aveyron,Connac,102,0,0,0,44.020000,2.594000
Aveyron,Conques-en-Rouergue,1573,0,0,0,44.595001,2.420000
Aveyron,Cornus,513,0,1,0,43.891998,3.201000
Aveyron,Les Costes-Gozon,173,0,0,0,44.015999,2.800000
Aveyron,Coubisou,489,0,1,0,44.576000,2.732000
Aveyron,Coupiac,363,0,0,0,43.946999,2.593000
Aveyron,La Couvertoirade,189,0,1,0,43.929001,3.289000
Aveyron,Cransac,1469,0,0,0,44.519001,2.288000
Aveyron,Creissels,1552,0,1,0,44.064999,3.060000
Aveyron,Crespin,314,0,1,0,44.153999,2.257000
Aveyron,La Cresse,321,0,0,0,44.167999,3.157000
Aveyron,Curières,219,0,1,0,44.648998,2.892000
Aveyron,Decazeville,5111,0,0,0,44.567001,2.252000
Aveyron,Druelle Balsac,3188,0,0,0,44.361000,2.477000
Aveyron,Drulhe,455,0,0,0,44.456001,2.135000
Aveyron,Durenque,524,0,1,0,44.101002,2.622000
Aveyron,Le Fel,187,0,1,0,44.669998,2.518000
Aveyron,Entraygues-sur-Truyère,976,0,1,0,44.653999,2.578000
Aveyron,Escandolières,232,0,0,0,44.471001,2.350000
Aveyron,Espalion,4624,0,0,0,44.519001,2.764000
Aveyron,Espeyrac,250,0,1,0,44.618999,2.519000
Aveyron,Estaing,492,0,1,0,44.569000,2.688000
Aveyron,Fayet,236,0,1,0,43.804001,2.978000
Aveyron,Firmi,2348,0,0,0,44.548000,2.325000
Aveyron,Flagnac,1078,0,0,0,44.594002,2.265000
Aveyron,Flavin,2370,0,0,0,44.287998,2.622000
Aveyron,Florentin-la-Capelle,282,0,1,0,44.639000,2.644000
Aveyron,Foissac,485,0,0,0,44.506001,2.008000
Aveyron,La Fouillade,1104,0,0,0,44.235001,2.048000
Aveyron,Gabriac,554,1,0,58,44.462002,2.805000
Aveyron,Gaillac-d'Aveyron,321,0,0,0,44.362000,2.903000
Aveyron,Galgan,371,0,0,0,44.504002,2.180000
Aveyron,Gissac,95,0,1,0,43.868000,2.906000
Aveyron,Golinhac,355,0,1,0,44.596001,2.586000
Aveyron,Goutrens,482,0,0,0,44.438999,2.366000
Aveyron,Gramond,528,0,0,0,44.263000,2.368000
Aveyron,L'Hospitalet-du-Larzac,326,0,1,0,43.973999,3.208000
Aveyron,Huparlac,257,0,1,0,44.712002,2.754000
Aveyron,Lacroix-Barrez,528,0,1,0,44.773998,2.642000
Aveyron,Laguiole,1223,0,1,0,44.694000,2.867000
Aveyron,Laissac-Sévérac l'Église,2155,0,0,0,44.363998,2.818000
Aveyron,Lanuéjouls,743,0,0,0,44.424000,2.161000
Aveyron,Lapanouse-de-Cernon,124,0,1,0,44.006001,3.096000
Aveyron,Lassouts,318,0,0,0,44.487000,2.855000
Aveyron,Laval-Roquecezière,286,0,1,0,43.812000,2.635000
Aveyron,Lédergues,651,0,0,0,44.080002,2.440000
Aveyron,Lescure-Jaoul,222,0,0,0,44.226002,2.147000
Aveyron,Lestrade-et-Thouels,444,0,1,0,44.054001,2.648000
Aveyron,Livinhac-le-Haut,1112,0,0,0,44.597000,2.216000
Aveyron,La Loubière,1523,0,0,0,44.390999,2.651000
Aveyron,Luc-la-Primaube,6000,0,0,0,44.306000,2.536000
Aveyron,Lugan,355,0,0,0,44.484001,2.256000
Aveyron,Lunac,437,0,0,0,44.240002,2.100000
Aveyron,Maleville,939,1,0,99,44.400002,2.104000
Aveyron,Manhac,872,0,0,0,44.261002,2.478000
Aveyron,Marcillac-Vallon,1719,0,0,0,44.477001,2.465000
Aveyron,Marnhagues-et-Latour,141,0,1,0,43.879002,3.042000
Aveyron,Martiel,969,0,0,0,44.381001,1.913000
Aveyron,Martrin,227,0,0,0,43.929001,2.634000
Aveyron,Mayran,622,0,1,0,44.389000,2.372000
Aveyron,Mélagues,59,0,1,0,43.728001,3.017000
Aveyron,Meljac,128,0,0,0,44.133999,2.434000
Aveyron,Millau,21712,0,0,0,44.098000,3.117000
Aveyron,Le Monastère,2308,0,0,0,44.332001,2.587000
Aveyron,Montagnol,144,0,1,0,43.831001,3.025000
Aveyron,Montbazens,1423,0,0,0,44.477001,2.213000
Aveyron,Montclar,147,0,0,0,43.980000,2.631000
Aveyron,Monteils,475,0,1,0,44.265999,1.988000
Aveyron,Montézic,222,0,1,0,44.716999,2.641000
Aveyron,Montfranc,126,0,1,0,43.841000,2.580000
Aveyron,Montjaux,431,0,0,0,44.099998,2.904000
Aveyron,Montlaur,646,0,1,0,43.865002,2.834000
Aveyron,Fondamente,334,0,1,0,43.862000,3.115000
Aveyron,Montpeyroux,523,0,1,0,44.634998,2.782000
Aveyron,Montrozier,1723,0,0,0,44.395000,2.721000
Aveyron,Montsalès,324,0,0,0,44.486000,1.976000
Aveyron,Morlhon-le-Haut,555,0,0,0,44.321999,2.082000
Aveyron,Mostuéjouls,326,0,1,0,44.224998,3.183000
Aveyron,Mouret,551,0,0,0,44.514000,2.521000
Aveyron,Moyrazès,1075,0,0,0,44.327999,2.427000
Aveyron,Murasson,213,0,0,0,43.761002,2.762000
Aveyron,Mur-de-Barrez,689,0,1,0,44.875999,2.681000
Aveyron,Muret-le-Château,364,0,0,0,44.495998,2.572000
Aveyron,Murols,108,0,1,0,44.761002,2.578000
Aveyron,Najac,699,0,0,0,44.210999,1.963000
Aveyron,Nant,1008,0,1,0,44.021000,3.286000
Aveyron,Naucelle,2023,0,0,0,44.189999,2.344000
Aveyron,Naussac,393,0,1,0,44.507000,2.097000
Aveyron,Nauviale,604,1,0,46,44.513000,2.433000
Aveyron,Le Nayrac,537,0,1,0,44.605999,2.670000
Aveyron,Olemps,3503,1,0,303,44.338001,2.548000
Aveyron,Ols-et-Rinhodes,179,0,0,0,44.462002,1.947000
Aveyron,Onet-le-Château,11873,0,0,0,44.382999,2.560000
Aveyron,Palmas d'Aveyron,1026,0,0,0,44.401001,2.842000
Aveyron,Paulhe,367,0,0,0,44.148998,3.112000
Aveyron,Peux-et-Couffouleux,86,0,1,0,43.763000,2.880000
Aveyron,Peyreleau,71,0,1,0,44.175999,3.205000
Aveyron,Peyrusse-le-Roc,207,0,1,0,44.502998,2.134000
Aveyron,Pierrefiche,284,0,0,0,44.433998,2.922000
Aveyron,Plaisance,220,0,0,0,43.930000,2.563000
Aveyron,Pomayrols,118,0,1,0,44.487000,3.059000
Aveyron,Pont-de-Salars,1645,0,0,0,44.278000,2.709000
Aveyron,Pousthomy,213,0,1,0,43.855999,2.598000
Aveyron,Prades-d'Aubrac,343,0,1,0,44.542000,2.970000
Aveyron,Prades-Salars,319,0,0,0,44.249001,2.793000
Aveyron,Pradinas,350,0,1,0,44.247002,2.269000
Aveyron,Prévinquières,281,1,0,38,44.366001,2.244000
Aveyron,Privezac,334,0,0,0,44.410000,2.194000
Aveyron,Mounes-Prohencoux,186,0,1,0,43.798000,2.819000
Aveyron,Pruines,284,0,0,0,44.535000,2.488000
Aveyron,Quins,862,0,0,0,44.230000,2.378000
Aveyron,Rebourguil,279,0,1,0,43.884998,2.757000
Aveyron,Réquista,1961,0,0,0,44.032001,2.549000
Aveyron,Rieupeyroux,1933,0,0,0,44.308998,2.230000
Aveyron,Rignac,2009,0,0,0,44.403999,2.292000
Aveyron,Rivière-sur-Tarn,1023,0,0,0,44.210999,3.128000
Aveyron,Rodelle,1072,0,0,0,44.480999,2.622000
Aveyron,Rodez,24207,0,0,0,44.358002,2.567000
Aveyron,Roquefort-sur-Soulzon,528,0,1,0,43.971001,2.982000
Aveyron,La Roque-Sainte-Marguerite,177,0,1,0,44.109001,3.242000
Aveyron,La Rouquette,771,0,1,0,44.310001,1.975000
Aveyron,Roussennac,624,0,0,0,44.448002,2.254000
Aveyron,Rullac-Saint-Cirq,345,0,1,0,44.118999,2.477000
Aveyron,Saint-Affrique,7992,0,0,0,43.966000,2.866000
Aveyron,Saint-Amans-des-Cots,754,0,1,0,44.687000,2.691000
Aveyron,Saint-André-de-Najac,453,0,0,0,44.179001,2.021000
Aveyron,Saint-André-de-Vézines,133,0,1,0,44.147999,3.271000
Aveyron,Saint-Beaulize,94,0,1,0,43.905998,3.100000
Aveyron,Saint-Beauzély,599,0,0,0,44.168999,2.967000
Aveyron,Saint-Chély-d'Aubrac,518,0,1,0,44.591999,2.947000
Aveyron,Saint-Christophe-Vallon,1176,0,0,0,44.480000,2.397000
Aveyron,Saint-Côme-d'Olt,1437,0,0,0,44.530998,2.822000
Aveyron,Sainte-Croix,739,0,0,0,44.414001,1.968000
Aveyron,Sainte-Eulalie-d'Olt,373,0,0,0,44.466000,2.920000
Aveyron,Sainte-Eulalie-de-Cernon,310,0,1,0,43.960999,3.139000
Aveyron,Saint-Félix-de-Lunel,369,0,0,0,44.564999,2.514000
Aveyron,Saint-Félix-de-Sorgues,182,0,1,0,43.882999,2.987000
Aveyron,Argences en Aubrac,1595,0,1,0,44.799999,2.744000
Aveyron,Saint Geniez d'Olt et d'Aubrac,2192,0,1,0,44.473000,2.982000
Aveyron,Saint-Georges-de-Luzençon,1595,0,0,0,44.056999,2.987000
Aveyron,Saint-Hippolyte,423,0,1,0,44.726002,2.584000
Aveyron,Saint-Igest,175,0,0,0,44.445999,2.091000
Aveyron,Saint-Izaire,313,0,1,0,43.971001,2.703000
Aveyron,Saint-Jean-d'Alcapiès,233,0,1,0,43.949001,2.967000
Aveyron,Saint-Jean-Delnous,387,0,1,0,44.041000,2.492000
Aveyron,Saint-Jean-du-Bruel,690,0,1,0,44.026001,3.382000
Aveyron,Saint-Jean-et-Saint-Paul,282,0,1,0,43.929001,3.029000
Aveyron,Saint-Juéry,295,0,1,0,43.924000,2.696000
Aveyron,Sainte-Juliette-sur-Viaur,625,0,0,0,44.219002,2.501000
Aveyron,Saint-Just-sur-Viaur,204,0,0,0,44.119999,2.378000
Aveyron,Saint-Laurent-de-Lévézou,153,0,1,0,44.209000,2.938000
Aveyron,Saint-Laurent-d'Olt,639,0,1,0,44.448002,3.101000
Aveyron,Saint-Léons,425,0,0,0,44.223000,2.982000
Aveyron,Saint-Martin-de-Lenne,329,0,1,0,44.424000,2.966000
Aveyron,Saint-Parthem,403,0,0,0,44.632999,2.292000
Aveyron,Sainte-Radegonde,1755,0,0,0,44.331001,2.633000
Aveyron,Saint-Rémy,305,0,0,0,44.395000,2.042000
Aveyron,Saint-Rome-de-Cernon,959,0,0,0,44.008999,2.984000
Aveyron,Saint-Rome-de-Tarn,895,1,0,69,44.033001,2.890000
Aveyron,Saint-Santin,523,0,0,0,44.643002,2.258000
Aveyron,Saint-Saturnin-de-Lenne,311,0,1,0,44.409000,3.022000
Aveyron,Saint-Sernin-sur-Rance,604,0,1,0,43.879002,2.623000
Aveyron,Saint-Sever-du-Moustier,185,0,0,0,43.771999,2.693000
Aveyron,Saint-Symphorien-de-Thénières,214,0,1,0,44.740002,2.708000
Aveyron,Saint-Victor-et-Melvieu,315,0,0,0,44.050999,2.810000
Aveyron,Salles-Courbatiès,459,0,0,0,44.480999,2.085000
Aveyron,Salles-Curan,1017,0,1,0,44.159000,2.786000
Aveyron,Salles-la-Source,2302,0,0,0,44.444000,2.525000
Aveyron,Salmiech,759,0,1,0,44.194000,2.587000
Aveyron,Salvagnac-Cajarc,363,0,0,0,44.453999,1.872000
Aveyron,Causse-et-Diège,805,0,0,0,44.528000,2.035000
Aveyron,La Salvetat-Peyralès,998,0,0,0,44.221001,2.197000
Aveyron,Sanvensa,643,0,1,0,44.284000,2.040000
Aveyron,Sauclières,175,0,1,0,43.980000,3.375000
Aveyron,Saujac,124,0,0,0,44.478001,1.902000
Aveyron,Sauveterre-de-Rouergue,716,0,1,0,44.248001,2.315000
Aveyron,Savignac,763,0,0,0,44.360001,1.959000
Aveyron,Sébazac-Concourès,3297,1,0,55,44.423000,2.611000
Aveyron,Sébrazac,528,0,1,0,44.536999,2.655000
Aveyron,Ségur,546,0,0,0,44.290001,2.844000
Aveyron,La Selve,604,0,1,0,44.105999,2.536000
Aveyron,Sénergues,424,0,1,0,44.605999,2.463000
Aveyron,La Serre,126,0,1,0,43.894001,2.656000
Aveyron,Sévérac d'Aveyron,4062,0,1,0,44.299999,3.089000
Aveyron,Sonnac,519,0,1,0,44.537998,2.114000
Aveyron,Soulages-Bonneval,299,0,1,0,44.676998,2.774000
Aveyron,Sylvanès,115,0,1,0,43.825001,2.953000
Aveyron,Tauriac-de-Camarès,34,0,1,0,43.776001,3.031000
Aveyron,Tauriac-de-Naucelle,373,0,1,0,44.145000,2.323000
Aveyron,Taussac,515,0,1,0,44.825001,2.636000
Aveyron,Tayrac,187,0,1,0,44.203999,2.243000
Aveyron,Thérondels,375,0,1,0,44.894001,2.742000
Aveyron,Toulonjac,749,0,0,0,44.380001,1.999000
Aveyron,Tournemire,421,0,1,0,43.969002,3.027000
Aveyron,Trémouilles,474,0,1,0,44.240002,2.638000
Aveyron,Le Truel,345,0,1,0,44.054001,2.748000
Aveyron,Vabres-l'Abbaye,1214,0,1,0,43.921001,2.820000
Aveyron,Vailhourles,644,0,1,0,44.307999,1.909000
Aveyron,Valady,1598,0,0,0,44.446999,2.443000
Aveyron,Valzergues,205,0,0,0,44.506001,2.222000
Aveyron,Vaureilles,493,0,0,0,44.452999,2.186000
Aveyron,Verrières,369,0,0,0,44.216999,3.051000
Aveyron,Versols-et-Lapeyre,418,0,1,0,43.900002,2.936000
Aveyron,Veyreau,134,0,1,0,44.181999,3.307000
Aveyron,Vézins-de-Lévézou,643,0,1,0,44.268002,2.926000
Aveyron,Viala-du-Pas-de-Jaux,93,0,1,0,43.959000,3.068000
Aveyron,Viala-du-Tarn,526,0,0,0,44.085999,2.839000
Aveyron,Le Vibal,521,0,0,0,44.320999,2.741000
Aveyron,Villecomtal,421,0,1,0,44.542999,2.576000
Aveyron,Villefranche-de-Panat,680,0,1,0,44.097000,2.715000
Aveyron,Villefranche-de-Rouergue,11720,0,0,0,44.349998,2.031000
Aveyron,Villeneuve,1964,0,0,0,44.446999,2.029000
Aveyron,Vimenet,252,0,1,0,44.400002,2.930000
Aveyron,Viviez,1216,0,0,0,44.556000,2.220000
Aveyron,Curan,298,0,1,0,44.198002,2.854000
Bouches-du-Rhône,Aix-en-Provence,147478,0,0,0,43.535999,5.399000
Bouches-du-Rhône,Allauch,21490,0,0,0,43.353001,5.511000
Bouches-du-Rhône,Alleins,2764,0,0,0,43.707001,5.151000
Bouches-du-Rhône,Arles,50415,1,0,272,43.547001,4.662000
Bouches-du-Rhône,Aubagne,47342,0,0,0,43.293999,5.563000
Bouches-du-Rhône,Aureille,1541,0,0,0,43.700001,4.945000
Bouches-du-Rhône,Auriol,12839,1,0,401,43.361000,5.658000
Bouches-du-Rhône,Aurons,564,0,0,0,43.672001,5.149000
Bouches-du-Rhône,La Barben,850,0,0,0,43.618000,5.214000
Bouches-du-Rhône,Barbentane,4236,0,0,0,43.895000,4.749000
Bouches-du-Rhône,Les Baux-de-Provence,289,0,0,0,43.745998,4.802000
Bouches-du-Rhône,Beaurecueil,607,0,0,0,43.521999,5.546000
Bouches-du-Rhône,Belcodène,1948,0,0,0,43.422001,5.584000
Bouches-du-Rhône,Berre-l'Étang,13912,0,0,0,43.504002,5.161000
Bouches-du-Rhône,Bouc-Bel-Air,15248,1,0,1378,43.446999,5.412000
Bouches-du-Rhône,La Bouilladisse,6341,0,0,0,43.396999,5.620000
Bouches-du-Rhône,Boulbon,1519,0,0,0,43.868000,4.698000
Bouches-du-Rhône,Cabannes,4595,1,0,509,43.858002,4.958000
Bouches-du-Rhône,Cabriès,10070,0,0,0,43.450001,5.350000
Bouches-du-Rhône,Cadolive,2202,0,0,0,43.394001,5.532000
Bouches-du-Rhône,Carry-le-Rouet,5708,0,0,0,43.342999,5.154000
Bouches-du-Rhône,Cassis,6720,0,0,0,43.223000,5.551000
Bouches-du-Rhône,Ceyreste,4813,0,0,0,43.223999,5.636000
Bouches-du-Rhône,Charleval,2628,0,0,0,43.721001,5.246000
Bouches-du-Rhône,Châteauneuf-le-Rouge,2357,1,0,176,43.491001,5.568000
Bouches-du-Rhône,Châteauneuf-les-Martigues,17909,0,0,0,43.387001,5.148000
Bouches-du-Rhône,Châteaurenard,16669,0,0,0,43.882000,4.840000
Bouches-du-Rhône,La Ciotat,36987,0,0,0,43.193001,5.613000
Bouches-du-Rhône,Cornillon-Confoux,1571,0,0,0,43.577999,5.077000
Bouches-du-Rhône,Cuges-les-Pins,5662,0,0,0,43.280998,5.710000
Bouches-du-Rhône,La Destrousse,3913,0,0,0,43.375999,5.599000
Bouches-du-Rhône,Éguilles,8220,0,0,0,43.570999,5.329000
Bouches-du-Rhône,Ensuès-la-Redonne,5768,0,0,0,43.354000,5.200000
Bouches-du-Rhône,Eygalières,1733,0,0,0,43.762001,4.952000
Bouches-du-Rhône,Eyguières,6887,0,0,0,43.702999,5.016000
Bouches-du-Rhône,Eyragues,4355,0,0,0,43.842999,4.843000
Bouches-du-Rhône,La Fare-les-Oliviers,8867,1,0,397,43.554001,5.202000
Bouches-du-Rhône,Fontvieille,3521,0,0,0,43.723000,4.723000
Bouches-du-Rhône,Fos-sur-Mer,15469,0,0,0,43.456001,4.904000
Bouches-du-Rhône,Fuveau,10115,0,0,0,43.459999,5.553000
Bouches-du-Rhône,Gardanne,21174,0,0,0,43.452999,5.480000
Bouches-du-Rhône,Gémenos,6794,0,0,0,43.298000,5.644000
Bouches-du-Rhône,Gignac-la-Nerthe,10083,0,0,0,43.389999,5.228000
Bouches-du-Rhône,Grans,5274,0,0,0,43.613998,5.045000
Bouches-du-Rhône,Graveson,4791,0,0,0,43.854000,4.767000
Bouches-du-Rhône,Gréasque,4392,0,0,0,43.425999,5.547000
Bouches-du-Rhône,Istres,44577,0,0,0,43.549999,4.951000
Bouches-du-Rhône,Jouques,4404,0,0,0,43.632999,5.657000
Bouches-du-Rhône,Lamanon,2046,0,0,0,43.705002,5.089000
Bouches-du-Rhône,Lambesc,9991,0,0,0,43.661999,5.252000
Bouches-du-Rhône,Lançon-Provence,9340,0,0,0,43.576000,5.160000
Bouches-du-Rhône,Maillane,2738,1,0,246,43.823002,4.785000
Bouches-du-Rhône,Mallemort,6172,0,0,0,43.729000,5.183000
Bouches-du-Rhône,Marignane,33003,0,0,0,43.417000,5.212000
Bouches-du-Rhône,Marseille,873076,1,0,4714,43.296001,5.370000
Bouches-du-Rhône,Martigues,48568,0,0,0,43.380001,5.050000
Bouches-du-Rhône,Mas-Blanc-des-Alpilles,513,0,0,0,43.787998,4.764000
Bouches-du-Rhône,Maussane-les-Alpilles,2396,1,0,70,43.714001,4.833000
Bouches-du-Rhône,Meyrargues,3830,1,0,238,43.624001,5.523000
Bouches-du-Rhône,Meyreuil,5935,0,0,0,43.491001,5.501000
Bouches-du-Rhône,Saint-Pierre-de-Mézoargues,223,0,1,0,43.861000,4.657000
Bouches-du-Rhône,Mimet,4187,1,0,127,43.412998,5.499000
Bouches-du-Rhône,Miramas,26405,1,0,708,43.584000,5.014000
Bouches-du-Rhône,Mollégès,2666,0,0,0,43.805000,4.949000
Bouches-du-Rhône,Mouriès,3414,0,0,0,43.701000,4.890000
Bouches-du-Rhône,Noves,5853,0,0,0,43.858002,4.900000
Bouches-du-Rhône,Orgon,2698,1,0,142,43.779999,5.023000
Bouches-du-Rhône,Paradou,2200,0,0,0,43.708000,4.778000
Bouches-du-Rhône,Pélissanne,10554,1,0,83,43.631001,5.160000
Bouches-du-Rhône,La Penne-sur-Huveaune,6569,0,0,0,43.277000,5.518000
Bouches-du-Rhône,Les Pennes-Mirabeau,22161,0,0,0,43.403000,5.316000
Bouches-du-Rhône,Peynier,3650,0,0,0,43.439999,5.625000
Bouches-du-Rhône,Peypin,5613,0,0,0,43.384998,5.571000
Bouches-du-Rhône,Peyrolles-en-Provence,5223,0,0,0,43.627998,5.577000
Bouches-du-Rhône,Plan-de-Cuques,11396,0,0,0,43.367001,5.465000
Bouches-du-Rhône,Plan-d'Orgon,3552,0,0,0,43.818001,5.002000
Bouches-du-Rhône,Port-de-Bouc,16136,0,0,0,43.423000,4.993000
Bouches-du-Rhône,Port-Saint-Louis-du-Rhône,8446,0,1,0,43.415001,4.807000
Bouches-du-Rhône,Puyloubier,1783,0,0,0,43.519001,5.678000
Bouches-du-Rhône,Le Puy-Sainte-Réparade,5830,0,0,0,43.652000,5.440000
Bouches-du-Rhône,Rognac,12175,0,0,0,43.497002,5.231000
Bouches-du-Rhône,Rognes,4586,0,0,0,43.665001,5.352000
Bouches-du-Rhône,Rognonas,4111,0,0,0,43.900002,4.799000
Bouches-du-Rhône,La Roque-d'Anthéron,5377,0,0,0,43.717999,5.302000
Bouches-du-Rhône,Roquefort-la-Bédoule,5861,0,0,0,43.250999,5.629000
Bouches-du-Rhône,Roquevaire,8673,0,0,0,43.344002,5.598000
Bouches-du-Rhône,Rousset,5209,0,0,0,43.484001,5.624000
Bouches-du-Rhône,Le Rove,5194,1,0,647,43.365002,5.253000
Bouches-du-Rhône,Saint-Andiol,3380,0,0,0,43.831001,4.950000
Bouches-du-Rhône,Saint-Antonin-sur-Bayon,125,0,0,0,43.516998,5.594000
